date,sku,category,unit_price,lead_time_days,promotion,inventory,demand
2024-09-05,SKU-023,Home,606.79,12,0,405.36,48.98
2024-09-06,SKU-023,Home,606.79,12,0,478.34,55.87
2024-09-07,SKU-023,Home,606.79,12,0,259.2,61.22
2024-09-08,SKU-023,Home,606.79,12,0,448.77,57.21
2024-09-09,SKU-023,Home,606.79,12,0,358.03,57.08
2024-09-10,SKU-023,Home,606.79,12,0,363.42,55.92
2024-09-11,SKU-023,Home,606.79,12,0,465.91,56.74
2024-09-12,SKU-023,Home,606.79,12,0,293.35,57.01
2024-09-13,SKU-023,Home,606.79,12,0,176.1,58.0
2024-09-14,SKU-023,Home,606.79,12,1,473.38,83.81
2024-09-15,SKU-023,Home,606.79,12,0,327.16,67.65
2024-09-16,SKU-023,Home,606.79,12,0,561.54,66.13
2024-09-17,SKU-023,Home,606.79,12,0,297.14,56.16
2024-09-18,SKU-023,Home,606.79,12,0,219.04,64.44
2024-09-19,SKU-023,Home,606.79,12,1,297.82,72.89
2024-09-20,SKU-023,Home,606.79,12,0,200.87,57.71
2024-09-21,SKU-023,Home,606.79,12,0,341.73,60.17
2024-09-22,SKU-023,Home,606.79,12,0,407.85,72.95
2024-09-23,SKU-023,Home,606.79,12,0,319.12,58.43
2024-09-24,SKU-023,Home,606.79,12,0,182.75,58.83
2024-09-25,SKU-023,Home,606.79,12,0,454.82,65.8
2024-09-26,SKU-023,Home,606.79,12,0,421.65,63.29
2024-09-27,SKU-023,Home,606.79,12,1,271.61,76.33
2024-09-28,SKU-023,Home,606.79,12,0,260.68,57.02
2024-09-29,SKU-023,Home,606.79,12,0,226.66,69.13
2024-09-30,SKU-023,Home,606.79,12,0,266.18,64.1
2024-10-01,SKU-023,Home,606.79,12,0,208.34,58.99
2024-10-02,SKU-023,Home,606.79,12,0,325.5,60.91
2024-10-03,SKU-023,Home,606.79,12,0,178.04,56.89
2024-10-04,SKU-023,Home,606.79,12,0,255.76,63.71
2024-10-05,SKU-023,Home,606.79,12,0,617.83,73.72
2024-10-06,SKU-023,Home,606.79,12,0,386.95,69.33
2024-10-07,SKU-023,Home,606.79,12,0,451.04,68.9
2024-10-08,SKU-023,Home,606.79,12,0,239.14,55.25
2024-10-09,SKU-023,Home,606.79,12,1,568.3,84.34
2024-10-10,SKU-023,Home,606.79,12,1,293.03,85.61
2024-10-11,SKU-023,Home,606.79,12,0,470.74,67.42
2024-10-12,SKU-023,Home,606.79,12,0,402.33,80.54
2024-10-13,SKU-023,Home,606.79,12,0,301.41,67.92
2024-10-14,SKU-023,Home,606.79,12,0,187.19,66.3
2024-10-15,SKU-023,Home,606.79,12,0,329.29,65.0
2024-10-16,SKU-023,Home,606.79,12,0,467.55,62.45
2024-10-17,SKU-023,Home,606.79,12,0,311.52,63.8
2024-10-18,SKU-023,Home,606.79,12,0,319.1,65.23
2024-10-19,SKU-023,Home,606.79,12,0,499.53,74.28
2024-10-20,SKU-023,Home,606.79,12,0,334.7,81.82
2024-10-21,SKU-023,Home,606.79,12,0,261.32,58.48
2024-10-22,SKU-023,Home,606.79,12,0,228.58,61.51
2024-10-23,SKU-023,Home,606.79,12,0,595.38,68.81
2024-10-24,SKU-023,Home,606.79,12,0,363.11,60.92
2024-10-25,SKU-023,Home,606.79,12,1,468.77,75.54
2024-10-26,SKU-023,Home,606.79,12,0,259.93,75.93
2024-10-27,SKU-023,Home,606.79,12,1,584.53,88.21
2024-10-28,SKU-023,Home,606.79,12,0,454.36,76.65
2024-10-29,SKU-023,Home,606.79,12,0,340.54,65.71
2024-10-30,SKU-023,Home,606.79,12,0,452.56,66.21
2024-10-31,SKU-023,Home,606.79,12,0,460.95,78.92
2024-11-01,SKU-023,Home,606.79,12,0,345.99,60.83
2024-11-02,SKU-023,Home,606.79,12,0,363.92,78.81
2024-11-03,SKU-023,Home,606.79,12,0,611.28,79.8
2024-11-04,SKU-023,Home,606.79,12,1,336.94,85.09
2024-11-05,SKU-023,Home,606.79,12,1,505.38,78.0
2024-11-06,SKU-023,Home,606.79,12,0,467.98,66.65
2024-11-07,SKU-023,Home,606.79,12,1,304.17,80.07
2024-11-08,SKU-023,Home,606.79,12,0,527.4,65.61
2024-11-09,SKU-023,Home,606.79,12,0,483.19,72.94
2024-11-10,SKU-023,Home,606.79,12,0,492.51,79.96
2024-11-11,SKU-023,Home,606.79,12,0,342.4,63.35
2024-11-12,SKU-023,Home,606.79,12,0,287.86,68.18
2024-11-13,SKU-023,Home,606.79,12,0,578.64,68.23
2024-11-14,SKU-023,Home,606.79,12,0,366.05,60.15
2024-11-15,SKU-023,Home,606.79,12,0,242.3,59.14
2024-11-16,SKU-023,Home,606.79,12,0,352.93,83.53
2024-11-17,SKU-023,Home,606.79,12,0,563.05,73.33
2024-11-18,SKU-023,Home,606.79,12,1,576.39,76.66
2024-11-19,SKU-023,Home,606.79,12,0,422.29,68.09
2024-11-20,SKU-023,Home,606.79,12,1,416.09,94.03
2024-11-21,SKU-023,Home,606.79,12,0,633.97,71.61
2024-11-22,SKU-023,Home,606.79,12,0,361.83,70.03
2024-11-23,SKU-023,Home,606.79,12,0,483.1,72.32
2024-11-24,SKU-023,Home,606.79,12,0,533.44,81.51
2024-11-25,SKU-023,Home,606.79,12,0,611.64,71.75
2024-11-26,SKU-023,Home,606.79,12,0,540.25,57.61
2024-11-27,SKU-023,Home,606.79,12,1,535.81,92.22
2024-11-28,SKU-023,Home,606.79,12,0,595.92,68.54
2024-11-29,SKU-023,Home,606.79,12,0,290.69,60.54
2024-11-30,SKU-023,Home,606.79,12,0,654.17,75.73
2024-12-01,SKU-023,Home,606.79,12,0,495.55,72.85
2024-12-02,SKU-023,Home,606.79,12,0,578.64,73.58
2024-12-03,SKU-023,Home,606.79,12,0,276.61,68.04
2024-12-04,SKU-023,Home,606.79,12,0,383.93,58.27
2024-12-05,SKU-023,Home,606.79,12,0,244.95,72.63
2024-12-06,SKU-023,Home,606.79,12,0,490.6,67.8
2024-12-07,SKU-023,Home,606.79,12,0,632.83,72.09
2024-12-08,SKU-023,Home,606.79,12,0,593.33,78.09
2024-12-09,SKU-023,Home,606.79,12,0,296.79,77.25
2024-12-10,SKU-023,Home,606.79,12,0,484.47,81.44
2024-12-11,SKU-023,Home,606.79,12,0,529.82,68.72
2024-12-12,SKU-023,Home,606.79,12,0,483.32,60.15
2024-12-13,SKU-023,Home,606.79,12,0,505.74,73.08
2024-12-14,SKU-023,Home,606.79,12,0,605.43,78.29
2024-12-15,SKU-023,Home,606.79,12,1,866.97,101.63
2024-12-16,SKU-023,Home,606.79,12,0,274.01,69.7
2024-12-17,SKU-023,Home,606.79,12,0,522.24,63.78
2024-12-18,SKU-023,Home,606.79,12,0,452.19,78.44
2024-12-19,SKU-023,Home,606.79,12,0,440.72,64.16
2024-12-20,SKU-023,Home,606.79,12,0,422.94,70.68
2024-12-21,SKU-023,Home,606.79,12,1,328.32,96.62
2024-12-22,SKU-023,Home,606.79,12,0,449.71,83.56
2024-12-23,SKU-023,Home,606.79,12,0,365.3,66.93
2024-12-24,SKU-023,Home,606.79,12,0,318.87,67.34
2024-12-25,SKU-023,Home,606.79,12,0,560.66,64.88
2024-12-26,SKU-023,Home,606.79,12,0,485.45,73.95
2024-12-27,SKU-023,Home,606.79,12,0,497.21,69.91
2024-12-28,SKU-023,Home,606.79,12,0,687.02,79.11
2024-12-29,SKU-023,Home,606.79,12,0,242.01,73.97
2024-12-30,SKU-023,Home,606.79,12,0,618.39,78.33
2024-12-31,SKU-023,Home,606.79,12,0,414.12,72.31
2025-01-01,SKU-023,Home,606.79,12,0,307.24,69.33
2025-01-02,SKU-023,Home,606.79,12,0,254.05,72.22
2025-01-03,SKU-023,Home,606.79,12,0,251.65,74.65
2025-01-04,SKU-023,Home,606.79,12,0,309.2,73.71
2025-01-05,SKU-023,Home,606.79,12,0,481.6,83.49
2025-01-06,SKU-023,Home,606.79,12,0,215.53,71.55
2025-01-07,SKU-023,Home,606.79,12,0,365.33,72.35
2025-01-08,SKU-023,Home,606.79,12,1,755.23,95.38
2025-01-09,SKU-023,Home,606.79,12,0,552.31,69.91
2025-01-10,SKU-023,Home,606.79,12,0,432.58,66.85
2025-01-11,SKU-023,Home,606.79,12,0,674.27,78.24
2025-01-12,SKU-023,Home,606.79,12,0,275.42,74.7
2025-01-13,SKU-023,Home,606.79,12,1,499.52,92.49
2025-01-14,SKU-023,Home,606.79,12,0,226.38,68.22
2025-01-15,SKU-023,Home,606.79,12,0,583.36,67.98
2025-01-16,SKU-023,Home,606.79,12,0,345.17,69.04
2025-01-17,SKU-023,Home,606.79,12,0,404.11,69.31
2025-01-18,SKU-023,Home,606.79,12,0,617.65,79.25
2025-01-19,SKU-023,Home,606.79,12,0,560.73,72.47
2025-01-20,SKU-023,Home,606.79,12,0,202.05,62.66
2025-01-21,SKU-023,Home,606.79,12,0,244.03,55.85
2025-01-22,SKU-023,Home,606.79,12,0,261.46,53.56
2025-01-23,SKU-023,Home,606.79,12,0,340.47,61.47
2025-01-24,SKU-023,Home,606.79,12,0,312.37,73.2
2025-01-25,SKU-023,Home,606.79,12,1,712.6,96.4
2025-01-26,SKU-023,Home,606.79,12,0,687.02,76.96
2025-01-27,SKU-023,Home,606.79,12,0,210.23,59.69
2025-01-28,SKU-023,Home,606.79,12,0,651.1,76.8
2025-01-29,SKU-023,Home,606.79,12,0,271.66,64.16
2025-01-30,SKU-023,Home,606.79,12,0,291.61,63.65
2025-01-31,SKU-023,Home,606.79,12,0,569.75,65.61
2025-02-01,SKU-023,Home,606.79,12,0,383.03,73.64
2025-02-02,SKU-023,Home,606.79,12,0,272.21,76.26
2025-02-03,SKU-023,Home,606.79,12,0,281.42,66.4
2025-02-04,SKU-023,Home,606.79,12,0,612.15,67.78
2025-02-05,SKU-023,Home,606.79,12,0,340.56,72.74
2025-02-06,SKU-023,Home,606.79,12,0,393.88,68.44
2025-02-07,SKU-023,Home,606.79,12,0,614.8,68.59
2025-02-08,SKU-023,Home,606.79,12,0,429.11,67.17
2025-02-09,SKU-023,Home,606.79,12,0,367.68,63.75
2025-02-10,SKU-023,Home,606.79,12,0,236.09,61.21
2025-02-11,SKU-023,Home,606.79,12,0,376.35,68.7
2025-02-12,SKU-023,Home,606.79,12,0,330.6,56.74
2025-02-13,SKU-023,Home,606.79,12,0,478.28,67.41
2025-02-14,SKU-023,Home,606.79,12,0,448.84,61.43
2025-02-15,SKU-023,Home,606.79,12,0,602.86,69.89
2025-02-16,SKU-023,Home,606.79,12,0,277.05,70.65
2025-02-17,SKU-023,Home,606.79,12,1,534.7,86.72
2025-02-18,SKU-023,Home,606.79,12,0,362.52,67.38
2025-02-19,SKU-023,Home,606.79,12,1,421.46,89.69
2025-02-20,SKU-023,Home,606.79,12,0,221.35,62.48
2025-02-21,SKU-023,Home,606.79,12,0,218.98,59.66
2025-02-22,SKU-023,Home,606.79,12,1,291.22,78.53
2025-02-23,SKU-023,Home,606.79,12,0,565.52,70.55
2025-02-24,SKU-023,Home,606.79,12,0,431.91,61.94
2025-02-25,SKU-023,Home,606.79,12,0,269.4,59.69
2025-02-26,SKU-023,Home,606.79,12,0,381.41,64.97
2025-02-27,SKU-023,Home,606.79,12,0,597.04,65.6
2025-02-28,SKU-023,Home,606.79,12,0,518.29,71.45
2025-03-01,SKU-023,Home,606.79,12,0,281.79,73.48
2025-03-02,SKU-023,Home,606.79,12,0,294.43,70.81
2025-03-03,SKU-023,Home,606.79,12,0,368.61,65.89
2025-03-04,SKU-023,Home,606.79,12,0,304.89,65.23
2025-03-05,SKU-023,Home,606.79,12,0,310.77,63.36
2025-03-06,SKU-023,Home,606.79,12,0,292.09,63.68
2025-03-07,SKU-023,Home,606.79,12,0,202.17,65.27
2025-03-08,SKU-023,Home,606.79,12,0,386.51,58.7
2025-03-09,SKU-023,Home,606.79,12,0,460.5,64.9
2025-03-10,SKU-023,Home,606.79,12,0,222.64,58.41
2025-03-11,SKU-023,Home,606.79,12,0,381.2,58.3
2025-03-12,SKU-023,Home,606.79,12,1,355.51,72.55
2025-03-13,SKU-023,Home,606.79,12,0,406.12,62.11
2025-03-14,SKU-023,Home,606.79,12,1,354.13,65.63
2025-03-15,SKU-023,Home,606.79,12,0,483.14,69.79
2025-03-16,SKU-023,Home,606.79,12,0,420.89,68.14
2025-03-17,SKU-023,Home,606.79,12,0,339.68,59.19
2025-03-18,SKU-023,Home,606.79,12,0,379.84,57.74
2025-03-19,SKU-023,Home,606.79,12,0,456.83,61.98
2025-03-20,SKU-023,Home,606.79,12,0,303.53,61.92
2025-03-21,SKU-023,Home,606.79,12,0,285.88,58.0
2025-03-22,SKU-023,Home,606.79,12,0,390.31,62.64
2025-03-23,SKU-023,Home,606.79,12,0,237.19,70.06
2025-03-24,SKU-023,Home,606.79,12,0,365.55,54.9
2025-03-25,SKU-023,Home,606.79,12,0,237.26,54.96
2025-03-26,SKU-023,Home,606.79,12,0,244.64,55.36
2025-03-27,SKU-023,Home,606.79,12,0,356.39,62.74
2025-03-28,SKU-023,Home,606.79,12,0,481.94,65.92
2025-03-29,SKU-023,Home,606.79,12,1,258.82,73.15
2025-03-30,SKU-023,Home,606.79,12,0,361.52,70.9
2025-03-31,SKU-023,Home,606.79,12,0,240.74,55.45
2025-04-01,SKU-023,Home,606.79,12,0,509.11,59.18
2025-04-02,SKU-023,Home,606.79,12,0,250.85,56.51
2025-04-03,SKU-023,Home,606.79,12,0,268.73,49.14
2025-04-04,SKU-023,Home,606.79,12,0,308.55,60.23
2025-04-05,SKU-023,Home,606.79,12,0,179.58,65.21
2025-04-06,SKU-023,Home,606.79,12,0,380.55,70.74
2025-04-07,SKU-023,Home,606.79,12,0,220.4,49.47
2025-04-08,SKU-023,Home,606.79,12,0,458.37,63.63
2025-04-09,SKU-023,Home,606.79,12,0,296.74,54.44
2025-04-10,SKU-023,Home,606.79,12,0,592.71,69.1
2025-04-11,SKU-023,Home,606.79,12,0,390.56,50.97
2025-04-12,SKU-023,Home,606.79,12,1,701.25,86.58
2025-04-13,SKU-023,Home,606.79,12,0,210.51,55.5
2025-04-14,SKU-023,Home,606.79,12,0,393.53,60.68
2025-04-15,SKU-023,Home,606.79,12,0,519.88,59.2
2025-04-16,SKU-023,Home,606.79,12,0,450.86,52.6
2025-04-17,SKU-023,Home,606.79,12,0,437.64,57.23
2025-04-18,SKU-023,Home,606.79,12,0,235.96,50.17
2025-04-19,SKU-023,Home,606.79,12,0,429.19,60.82
2025-04-20,SKU-023,Home,606.79,12,1,334.27,82.58
2025-04-21,SKU-023,Home,606.79,12,0,186.59,52.96
2025-04-22,SKU-023,Home,606.79,12,0,338.55,57.41
2025-04-23,SKU-023,Home,606.79,12,0,378.7,58.21
2025-04-24,SKU-023,Home,606.79,12,0,351.11,55.01
2025-04-25,SKU-023,Home,606.79,12,0,380.06,56.56
2025-04-26,SKU-023,Home,606.79,12,0,527.06,63.79
2025-04-27,SKU-023,Home,606.79,12,0,411.55,52.86
2025-04-28,SKU-023,Home,606.79,12,0,409.45,49.62
2025-04-29,SKU-023,Home,606.79,12,0,349.72,49.3
2025-04-30,SKU-023,Home,606.79,12,0,343.78,52.69
2025-05-01,SKU-023,Home,606.79,12,0,373.61,47.74
2025-05-02,SKU-023,Home,606.79,12,0,222.58,59.4
2025-05-03,SKU-023,Home,606.79,12,0,373.72,54.64
2025-05-04,SKU-023,Home,606.79,12,0,188.05,50.13
2025-05-05,SKU-023,Home,606.79,12,0,389.38,52.6
2025-05-06,SKU-023,Home,606.79,12,0,363.39,49.05
2025-05-07,SKU-023,Home,606.79,12,0,209.11,62.18
2025-05-08,SKU-023,Home,606.79,12,0,234.28,54.76
2025-05-09,SKU-023,Home,606.79,12,0,433.46,49.73
2025-05-10,SKU-023,Home,606.79,12,0,352.96,50.64
2025-05-11,SKU-023,Home,606.79,12,0,340.55,61.73
2025-05-12,SKU-023,Home,606.79,12,0,301.98,47.59
2025-05-13,SKU-023,Home,606.79,12,0,167.09,49.88
2025-05-14,SKU-023,Home,606.79,12,1,226.85,65.05
2025-05-15,SKU-023,Home,606.79,12,0,259.72,51.7
2025-05-16,SKU-023,Home,606.79,12,0,185.79,46.2
2025-05-17,SKU-023,Home,606.79,12,1,456.02,76.08
2025-05-18,SKU-023,Home,606.79,12,0,175.15,51.23
2025-05-19,SKU-023,Home,606.79,12,0,165.16,34.75
2025-05-20,SKU-023,Home,606.79,12,0,200.7,55.12
2025-05-21,SKU-023,Home,606.79,12,0,301.44,49.98
2025-05-22,SKU-023,Home,606.79,12,0,371.04,44.4
2025-05-23,SKU-023,Home,606.79,12,0,407.74,45.69
2025-05-24,SKU-023,Home,606.79,12,0,193.79,57.84
2025-05-25,SKU-023,Home,606.79,12,0,263.27,48.71
2025-05-26,SKU-023,Home,606.79,12,0,428.24,52.53
2025-05-27,SKU-023,Home,606.79,12,0,180.73,48.75
2025-05-28,SKU-023,Home,606.79,12,1,516.04,65.65
2025-05-29,SKU-023,Home,606.79,12,1,486.55,52.72
2025-05-30,SKU-023,Home,606.79,12,0,169.37,45.47
2025-05-31,SKU-023,Home,606.79,12,0,335.97,54.99
2025-06-01,SKU-023,Home,606.79,12,0,506.48,60.62
2025-06-02,SKU-023,Home,606.79,12,0,196.54,49.22
2025-06-03,SKU-023,Home,606.79,12,0,403.44,53.24
2025-06-04,SKU-023,Home,606.79,12,0,295.17,49.72
2025-06-05,SKU-023,Home,606.79,12,0,364.81,51.29
2025-06-06,SKU-023,Home,606.79,12,0,281.05,53.79
2025-06-07,SKU-023,Home,606.79,12,0,477.72,55.24
2025-06-08,SKU-023,Home,606.79,12,0,451.22,49.98
2025-06-09,SKU-023,Home,606.79,12,0,378.63,51.5
2025-06-10,SKU-023,Home,606.79,12,0,420.95,49.61
2025-06-11,SKU-023,Home,606.79,12,0,378.49,53.61
2025-06-12,SKU-023,Home,606.79,12,0,357.68,60.96
2025-06-13,SKU-023,Home,606.79,12,0,342.86,43.5
2025-06-14,SKU-023,Home,606.79,12,0,370.88,44.47
2025-06-15,SKU-023,Home,606.79,12,0,229.58,55.05
2025-06-16,SKU-023,Home,606.79,12,0,341.54,44.45
2025-06-17,SKU-023,Home,606.79,12,1,364.17,65.48
2025-06-18,SKU-023,Home,606.79,12,0,203.33,53.97
2025-06-19,SKU-023,Home,606.79,12,0,314.14,49.61
2025-06-20,SKU-023,Home,606.79,12,0,389.9,47.09
2025-06-21,SKU-023,Home,606.79,12,1,411.51,70.59
2025-06-22,SKU-023,Home,606.79,12,0,350.05,47.5
2025-06-23,SKU-023,Home,606.79,12,1,432.81,63.6
2025-06-24,SKU-023,Home,606.79,12,0,244.19,52.64
2025-06-25,SKU-023,Home,606.79,12,0,224.87,50.58
2025-06-26,SKU-023,Home,606.79,12,0,403.57,50.66
2025-06-27,SKU-023,Home,606.79,12,0,256.3,48.8
2025-06-28,SKU-023,Home,606.79,12,0,453.57,55.23
2025-06-29,SKU-023,Home,606.79,12,0,293.21,52.8
2025-06-30,SKU-023,Home,606.79,12,0,407.93,51.01
2025-07-01,SKU-023,Home,606.79,12,0,312.25,51.5
2025-07-02,SKU-023,Home,606.79,12,1,485.8,55.59
2025-07-03,SKU-023,Home,606.79,12,0,437.21,60.83
2025-07-04,SKU-023,Home,606.79,12,1,332.72,68.06
2025-07-05,SKU-023,Home,606.79,12,0,220.9,62.78
2025-07-06,SKU-023,Home,606.79,12,0,445.24,51.62
2025-07-07,SKU-023,Home,606.79,12,0,362.14,49.9
2025-07-08,SKU-023,Home,606.79,12,0,382.77,54.97
2025-07-09,SKU-023,Home,606.79,12,1,269.18,57.63
2025-07-10,SKU-023,Home,606.79,12,0,258.77,40.94
2025-07-11,SKU-023,Home,606.79,12,0,292.12,45.25
2025-07-12,SKU-023,Home,606.79,12,0,267.17,61.33
2025-07-13,SKU-023,Home,606.79,12,0,273.8,61.47
2025-07-14,SKU-023,Home,606.79,12,0,302.46,44.96
2025-07-15,SKU-023,Home,606.79,12,0,261.61,49.39
2025-07-16,SKU-023,Home,606.79,12,0,151.71,49.27
2025-07-17,SKU-023,Home,606.79,12,0,188.98,52.88
2025-07-18,SKU-023,Home,606.79,12,0,436.7,53.43
2025-07-19,SKU-023,Home,606.79,12,1,492.4,67.82
2025-07-20,SKU-023,Home,606.79,12,0,330.89,58.97
2025-07-21,SKU-023,Home,606.79,12,0,240.31,52.98
2025-07-22,SKU-023,Home,606.79,12,0,389.37,50.83
2025-07-23,SKU-023,Home,606.79,12,0,261.33,44.16
2025-07-24,SKU-023,Home,606.79,12,0,288.04,51.14
2025-07-25,SKU-023,Home,606.79,12,0,282.41,45.02
2025-07-26,SKU-023,Home,606.79,12,0,238.33,59.9
2025-07-27,SKU-023,Home,606.79,12,0,238.47,62.33
2025-07-28,SKU-023,Home,606.79,12,0,441.28,51.73
2025-07-29,SKU-023,Home,606.79,12,0,363.42,45.98
2025-07-30,SKU-023,Home,606.79,12,0,200.98,47.32
2025-07-31,SKU-023,Home,606.79,12,0,328.24,42.32
2025-08-01,SKU-023,Home,606.79,12,0,248.24,53.82
2025-08-02,SKU-023,Home,606.79,12,0,506.01,62.22
2025-08-03,SKU-023,Home,606.79,12,0,210.7,60.51
2025-08-04,SKU-023,Home,606.79,12,0,365.27,51.47
2025-08-05,SKU-023,Home,606.79,12,0,310.36,57.07
2025-08-06,SKU-023,Home,606.79,12,0,207.71,46.4
2025-08-07,SKU-023,Home,606.79,12,0,237.48,56.42
2025-08-08,SKU-023,Home,606.79,12,0,311.18,58.63
2025-08-09,SKU-023,Home,606.79,12,0,352.18,64.65
2025-08-10,SKU-023,Home,606.79,12,0,276.2,55.14
2025-08-11,SKU-023,Home,606.79,12,0,232.87,52.75
2025-08-12,SKU-023,Home,606.79,12,0,490.34,53.74
2025-08-13,SKU-023,Home,606.79,12,0,474.5,60.15
2025-08-14,SKU-023,Home,606.79,12,0,327.95,50.15
2025-08-15,SKU-023,Home,606.79,12,0,417.9,46.71
2025-08-16,SKU-023,Home,606.79,12,0,400.4,63.11
2025-08-17,SKU-023,Home,606.79,12,1,629.53,76.13
2025-08-18,SKU-023,Home,606.79,12,0,520.92,56.91
2025-08-19,SKU-023,Home,606.79,12,0,272.53,47.28
2025-08-20,SKU-023,Home,606.79,12,0,411.9,46.72
2025-08-21,SKU-023,Home,606.79,12,0,446.97,58.41
2025-08-22,SKU-023,Home,606.79,12,0,331.12,53.38
2025-08-23,SKU-023,Home,606.79,12,0,564.82,65.76
2025-08-24,SKU-023,Home,606.79,12,0,508.93,64.37
2025-08-25,SKU-023,Home,606.79,12,0,275.89,54.12
2025-08-26,SKU-023,Home,606.79,12,0,347.54,55.25
2025-08-27,SKU-023,Home,606.79,12,1,286.98,66.64
2025-08-28,SKU-023,Home,606.79,12,0,379.47,53.44
2025-08-29,SKU-023,Home,606.79,12,0,347.11,57.78
2025-08-30,SKU-023,Home,606.79,12,0,359.8,62.49
2025-08-31,SKU-023,Home,606.79,12,0,201.78,71.39
2025-09-01,SKU-023,Home,606.79,12,0,396.74,51.78
2025-09-02,SKU-023,Home,606.79,12,0,228.07,62.26
2025-09-03,SKU-023,Home,606.79,12,0,472.65,54.48
2025-09-04,SKU-023,Home,606.79,12,0,520.38,61.84
2025-09-05,SKU-023,Home,606.79,12,0,213.51,53.69
2025-09-06,SKU-023,Home,606.79,12,0,286.91,61.66
2025-09-07,SKU-023,Home,606.79,12,0,354.69,58.9
2025-09-08,SKU-023,Home,606.79,12,0,196.74,56.19
2025-09-09,SKU-023,Home,606.79,12,0,357.66,53.11
2025-09-10,SKU-023,Home,606.79,12,1,578.09,67.36
2025-09-11,SKU-023,Home,606.79,12,0,562.03,63.1
2025-09-12,SKU-023,Home,606.79,12,1,487.54,74.61
2025-09-13,SKU-023,Home,606.79,12,0,484.53,58.87
2025-09-14,SKU-023,Home,606.79,12,0,508.43,61.36
2025-09-15,SKU-023,Home,606.79,12,0,356.86,62.07
2025-09-16,SKU-023,Home,606.79,12,1,444.21,73.42
2025-09-17,SKU-023,Home,606.79,12,1,343.86,76.64
2025-09-18,SKU-023,Home,606.79,12,0,426.72,58.14
2025-09-19,SKU-023,Home,606.79,12,1,486.7,69.11
2025-09-20,SKU-023,Home,606.79,12,0,589.86,68.81
2025-09-21,SKU-023,Home,606.79,12,0,653.09,77.96
2025-09-22,SKU-023,Home,606.79,12,0,353.94,65.19
2025-09-23,SKU-023,Home,606.79,12,0,559.58,62.47
2025-09-24,SKU-023,Home,606.79,12,1,610.3,80.44
2025-09-25,SKU-023,Home,606.79,12,0,282.02,69.62
2025-09-26,SKU-023,Home,606.79,12,0,407.99,60.75
2025-09-27,SKU-023,Home,606.79,12,0,307.19,65.1
2025-09-28,SKU-023,Home,606.79,12,0,302.14,59.66
2025-09-29,SKU-023,Home,606.79,12,0,168.45,59.79
2025-09-30,SKU-023,Home,606.79,12,1,287.33,78.24
2025-10-01,SKU-023,Home,606.79,12,0,175.1,59.96
2025-10-02,SKU-023,Home,606.79,12,0,538.97,62.09
2025-10-03,SKU-023,Home,606.79,12,0,236.91,73.73
2025-10-04,SKU-023,Home,606.79,12,0,464.79,71.91
2025-10-05,SKU-023,Home,606.79,12,0,375.5,74.59
2025-10-06,SKU-023,Home,606.79,12,0,439.93,54.72
2025-10-07,SKU-023,Home,606.79,12,1,346.02,75.94
2025-10-08,SKU-023,Home,606.79,12,0,316.19,56.83
2025-10-09,SKU-023,Home,606.79,12,0,361.56,65.46
2025-10-10,SKU-023,Home,606.79,12,0,327.13,63.9
2025-10-11,SKU-023,Home,606.79,12,0,559.05,62.19
2025-10-12,SKU-023,Home,606.79,12,1,609.18,94.09
2025-10-13,SKU-023,Home,606.79,12,0,345.63,59.34
2025-10-14,SKU-023,Home,606.79,12,0,469.12,65.45
2025-10-15,SKU-023,Home,606.79,12,0,247.77,62.79
2025-10-16,SKU-023,Home,606.79,12,0,461.57,59.92
2025-10-17,SKU-023,Home,606.79,12,0,260.28,68.07
2025-10-18,SKU-023,Home,606.79,12,0,493.71,66.53
2025-10-19,SKU-023,Home,606.79,12,0,604.33,75.6
2025-10-20,SKU-023,Home,606.79,12,0,496.06,61.68
2025-10-21,SKU-023,Home,606.79,12,0,382.42,60.11
2025-10-22,SKU-023,Home,606.79,12,0,364.17,64.39
2025-10-23,SKU-023,Home,606.79,12,0,520.72,67.31
2025-10-24,SKU-023,Home,606.79,12,0,489.73,67.46
2025-10-25,SKU-023,Home,606.79,12,0,445.66,69.12
2025-10-26,SKU-023,Home,606.79,12,0,502.92,71.58
2025-10-27,SKU-023,Home,606.79,12,0,574.66,65.02
2025-10-28,SKU-023,Home,606.79,12,0,432.27,71.06
2025-10-29,SKU-023,Home,606.79,12,0,603.61,68.07
2025-10-30,SKU-023,Home,606.79,12,0,299.49,64.34
2025-10-31,SKU-023,Home,606.79,12,0,333.6,71.07
2025-11-01,SKU-023,Home,606.79,12,0,631.62,73.29
2025-11-02,SKU-023,Home,606.79,12,0,385.0,71.55
2025-11-03,SKU-023,Home,606.79,12,0,586.03,74.21
2025-11-04,SKU-023,Home,606.79,12,0,386.93,74.49
2025-11-05,SKU-023,Home,606.79,12,0,219.76,65.73
2025-11-06,SKU-023,Home,606.79,12,0,354.9,68.48
2025-11-07,SKU-023,Home,606.79,12,1,525.14,88.64
2025-11-08,SKU-023,Home,606.79,12,0,551.07,76.73
2025-11-09,SKU-023,Home,606.79,12,0,486.75,84.52
2025-11-10,SKU-023,Home,606.79,12,0,332.43,70.12
2025-11-11,SKU-023,Home,606.79,12,0,203.15,68.86
2025-11-12,SKU-023,Home,606.79,12,0,366.52,64.33
2025-11-13,SKU-023,Home,606.79,12,0,616.35,74.71
2025-11-14,SKU-023,Home,606.79,12,0,646.1,71.16
